,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
17179,2,3,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0,12,5,20,107.662
17180,2,3,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0,12,5,40,123.104285714
17181,2,3,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0,13,5,0,102.38
17182,2,3,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0,13,5,20,63.805
17226,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,13,5,40,86.182
17227,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,14,5,0,99.2709090909
17228,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,14,5,20,79.0357142857
17229,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,14,5,40,105.3075
17230,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,15,5,0,121.906
17231,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,15,5,20,152.52625
17232,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,15,5,40,122.652222222
17233,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,16,5,0,137.926666667
17234,2,3,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,16,5,20,104.998
17277,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,16,5,40,112.474285714
17278,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,17,5,0,102.361666667
17279,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,17,5,20,84.2433333333
17280,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,17,5,40,101.801428571
17281,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,18,5,0,121.1
17282,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,18,5,20,113.828333333
17283,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,18,5,40,152.7975
17284,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,19,5,0,71.63
17285,2,3,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,19,5,20,113.3175
17320,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,19,5,40,110.5875
17321,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,20,5,0,94.9633333333
17322,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,20,5,20,88.5
17323,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,20,5,40,93.2666666667
17324,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,21,5,0,83.635
17325,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,21,5,20,132.9
17326,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,21,5,40,104.58
17327,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,22,5,0,36.45
17328,2,3,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,22,5,20,103.2
17359,2,3,1009.8,1014.8,301.0,1.0,22.7,87.0,0.0,22,5,40,93.615
17360,2,3,1009.8,1014.8,301.0,1.0,22.7,87.0,0.0,23,5,0,105.123333333
17361,2,3,1009.8,1014.8,301.0,1.0,22.7,87.0,0.0,23,5,20,43.06
17362,2,3,1009.8,1014.8,301.0,1.0,22.7,87.0,0.0,23,5,40,76.115
17363,2,3,1009.8,1014.8,301.0,1.0,22.7,87.0,0.0,0,6,40,110.75
17385,2,3,1009.2,1014.1,193.0,1.3,27.8,64.0,0.0,2,6,20,126.02
17386,2,3,1009.2,1014.1,193.0,1.3,27.8,64.0,0.0,3,6,40,109.035
17387,2,3,1009.2,1014.1,193.0,1.3,27.8,64.0,0.0,4,6,0,109.11
17388,2,3,1009.2,1014.1,193.0,1.3,27.8,64.0,0.0,4,6,20,99.18
17414,2,3,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,4,6,40,111.53
17415,2,3,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,5,6,40,71.7866666667
17416,2,3,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,6,6,20,80.085
17417,2,3,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,6,6,40,40.71
17418,2,3,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,7,6,0,94.2066666667
17419,2,3,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,7,6,20,99.4866666667
17454,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,7,6,40,105.96
17455,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,8,6,0,103.21
17456,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,8,6,20,299.31
17457,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,8,6,40,117.114
17458,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,9,6,0,105.625
17459,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,9,6,20,101.158333333
17460,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,9,6,40,107.8025
17461,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,10,6,0,109.73
17462,2,3,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,10,6,20,110.765555556
17505,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,10,6,40,123.193333333
17506,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,11,6,0,93.46625
17507,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,11,6,20,116.133
17508,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,11,6,40,86.27125
17509,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,12,6,0,81.0
17510,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,12,6,20,106.223333333
17511,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,12,6,40,107.034444444
17512,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,13,6,0,95.9525
17513,2,3,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,13,6,20,125.358
17556,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,13,6,40,92.103
17557,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,14,6,0,109.526666667
17558,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,14,6,20,108.021428571
17559,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,14,6,40,93.29875
17560,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,15,6,0,105.037142857
17561,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,15,6,20,91.42
17562,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,15,6,40,117.967142857
17563,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,16,6,0,126.124285714
17564,2,3,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,16,6,20,86.828
17604,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,16,6,40,101.34
17605,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,17,6,0,109.690666667
17606,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,17,6,20,108.14125
17607,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,17,6,40,94.385
17608,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,18,6,0,92.1
17609,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,18,6,20,96.1257142857
17610,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,18,6,40,92.885
17611,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,19,6,0,94.582
17612,2,3,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,19,6,20,139.3125
17654,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,19,6,40,100.585
17655,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,20,6,0,100.626666667
17656,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,20,6,20,42.65
17657,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,20,6,40,86.19
17658,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,21,6,0,104.9975
17659,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,21,6,20,82.215
17660,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,21,6,40,61.66
17661,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,22,6,0,78.575
17662,2,3,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,22,6,20,83.8
17694,2,3,1008.7,1013.7,195.0,1.1,23.4,87.0,0.0,22,6,40,100.72
17695,2,3,1008.7,1013.7,195.0,1.1,23.4,87.0,0.0,23,6,0,66.32
17696,2,3,1008.7,1013.7,195.0,1.1,23.4,87.0,0.0,23,6,20,98.03
17697,2,3,1008.7,1013.7,195.0,1.1,23.4,87.0,0.0,0,7,0,60.2266666667
17698,2,3,1008.7,1013.7,195.0,1.1,23.4,87.0,0.0,1,7,20,89.5
17737,2,3,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,4,7,40,114.35
17738,2,3,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,5,7,0,83.25
17739,2,3,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,5,7,20,58.32
17740,2,3,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,6,7,20,52.91
17741,2,3,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,6,7,40,73.9166666667
17742,2,3,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,7,7,0,60.28
17743,2,3,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,7,7,20,82.76
17781,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,7,7,40,140.595
17782,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,8,7,0,55.525
17783,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,8,7,20,91.2733333333
17784,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,8,7,40,98.4525
17785,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,9,7,0,91.8966666667
17786,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,9,7,20,88.8533333333
17787,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,9,7,40,77.7328571429
17788,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,10,7,0,95.4733333333
17789,2,3,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,10,7,20,112.735555556
17832,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,10,7,40,102.368333333
17833,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,11,7,0,90.826
17834,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,11,7,20,69.86
17835,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,11,7,40,66.244
17836,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,12,7,0,95.7133333333
17837,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,12,7,20,107.827857143
17838,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,12,7,40,114.513333333
17839,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,13,7,0,90.3444444444
17840,2,3,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,13,7,20,129.37
17884,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,13,7,40,120.03
17885,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,14,7,0,139.743333333
17886,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,14,7,20,164.105
17887,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,14,7,40,99.195
17888,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,15,7,0,130.391428571
17889,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,15,7,20,115.43
17890,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,15,7,40,111.846666667
17891,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,16,7,0,118.805833333
17892,2,3,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,16,7,20,115.07
17938,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,16,7,40,126.2375
17939,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,17,7,0,81.4941666667
17940,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,17,7,20,120.196666667
17941,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,17,7,40,107.982222222
17942,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,18,7,0,128.5775
17943,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,18,7,20,105.08
17944,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,18,7,40,110.735
17945,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,19,7,0,70.11625
17946,2,3,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,19,7,20,102.825
17986,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,19,7,40,88.66
17987,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,20,7,0,74.94
17988,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,20,7,20,78.0
17989,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,20,7,40,80.7
17990,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,21,7,0,177.49
17991,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,21,7,20,79.1625
17992,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,21,7,40,104.8
17993,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,22,7,0,91.3025
17994,2,3,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,22,7,20,107.89
18022,2,3,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,22,7,40,55.24
18023,2,3,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,23,7,20,116.56
18024,2,3,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,23,7,40,123.86
18025,2,3,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,0,1,0,88.445
18026,2,3,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,1,1,20,124.97
18047,2,3,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,1,1,40,58.55
18048,2,3,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,2,1,20,158.27
18049,2,3,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,3,1,40,84.975
18050,2,3,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,4,1,0,93.48
18076,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,4,1,40,87.665
18077,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,5,1,0,111.25
18078,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,5,1,20,138.92
18079,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,5,1,40,45.72
18080,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,6,1,0,82.57
18081,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,6,1,20,76.85
18082,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,6,1,40,55.175
18083,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,7,1,0,102.45
18084,2,3,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,7,1,20,90.148
18117,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,7,1,40,87.7366666667
18118,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,8,1,0,121.965
18119,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,8,1,20,107.77375
18120,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,8,1,40,100.851666667
18121,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,9,1,0,147.6175
18122,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,9,1,20,99.045
18123,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,9,1,40,76.18
18124,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,10,1,0,121.308333333
18125,2,3,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,10,1,20,101.86
18169,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,10,1,40,105.083333333
18170,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,11,1,0,111.056666667
18171,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,11,1,20,89.935
18172,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,11,1,40,119.512
18173,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,12,1,0,91.71
18174,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,12,1,20,83.1966666667
18175,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,12,1,40,104.864
18176,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,13,1,0,89.675
18177,2,3,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,13,1,20,106.643333333
18217,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,13,1,40,104.79
18218,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,14,1,0,61.884
18219,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,14,1,20,245.05
18220,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,14,1,40,97.77
18221,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,15,1,0,98.44
18222,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,15,1,20,126.225
18223,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,15,1,40,83.0566666667
18224,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,16,1,0,100.12
18225,2,3,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,16,1,20,132.865714286
18268,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,16,1,40,114.456363636
18269,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,17,1,0,114.31
18270,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,17,1,20,75.8275
18271,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,17,1,40,133.28
18272,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,18,1,0,175.05
18273,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,18,1,20,102.896666667
18274,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,18,1,40,119.94
18275,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,19,1,0,77.0025
18276,2,3,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,19,1,20,73.5516666667
18316,2,3,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,19,1,40,70.41
18317,2,3,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,20,1,0,62.94
18318,2,3,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,20,1,40,97.51
18319,2,3,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,21,1,20,92.7233333333
18320,2,3,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,21,1,40,81.24
18321,2,3,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,22,1,0,102.995
18322,2,3,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,22,1,20,93.23
18345,2,3,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0,23,1,0,81.1
18360,2,3,1006.3,1011.2,72.0,3.0,28.5,77.0,0.0,2,2,0,68.16
18361,2,3,1006.3,1011.2,72.0,3.0,28.5,77.0,0.0,3,2,0,108.41
18362,2,3,1006.3,1011.2,72.0,3.0,28.5,77.0,0.0,3,2,20,73.35
18363,2,3,1006.3,1011.2,72.0,3.0,28.5,77.0,0.0,3,2,40,83.805
18386,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,4,2,40,103.3
18387,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,5,2,20,59.64
18388,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,5,2,40,109.12
18389,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,6,2,0,77.395
18390,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,6,2,20,86.37
18391,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,6,2,40,94.145
18392,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,7,2,0,73.075
18393,2,3,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,7,2,20,79.238
18426,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,7,2,40,116.276
18427,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,8,2,0,79.8757142857
18428,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,8,2,20,74.45
18429,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,8,2,40,99.575
18430,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,9,2,0,123.236
18431,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,9,2,20,97.0875
18432,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,9,2,40,112.371666667
18433,2,3,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,10,2,20,111.765
18472,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,10,2,40,91.7857142857
18473,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,11,2,0,78.675
18474,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,11,2,20,95.3416666667
18475,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,11,2,40,96.85
18476,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,12,2,0,110.552
18477,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,12,2,20,90.49
18478,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,12,2,40,121.33
18479,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,13,2,0,102.4275
18480,2,3,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,13,2,20,100.988333333
18522,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,13,2,40,94.9883333333
18523,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,14,2,0,127.203333333
18524,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,14,2,20,101.931818182
18525,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,14,2,40,114.866
18526,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,15,2,0,95.7025
18527,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,15,2,20,93.436
18528,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,15,2,40,113.731111111
18529,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,16,2,0,68.175
18530,2,3,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,16,2,20,74.0133333333
18575,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,16,2,40,127.741666667
18576,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,17,2,0,67.5966666667
18577,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,17,2,20,72.1375
18578,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,17,2,40,78.436
18579,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,18,2,0,109.2075
18580,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,18,2,20,99.015
18581,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,18,2,40,85.1433333333
18582,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,19,2,0,114.45
18583,2,3,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,19,2,20,80.78
18623,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,19,2,40,72.838
18624,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,20,2,0,101.22
18625,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,20,2,20,154.9
18626,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,20,2,40,83.4
18627,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,21,2,0,68.97
18628,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,21,2,20,81.795
18629,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,22,2,0,65.795
18630,2,3,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,22,2,20,223.32
18659,2,3,1004.7,1009.6,46.0,3.4,26.9,91.0,0.0,23,2,20,55.66
18660,2,3,1004.7,1009.6,46.0,3.4,26.9,91.0,0.0,0,3,20,50.45
18661,2,3,1004.7,1009.6,46.0,3.4,26.9,91.0,0.0,0,3,40,64.93
18680,2,3,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,1,3,40,95.975
18681,2,3,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,2,3,0,57.52
18682,2,3,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,2,3,40,83.67
18683,2,3,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,3,3,0,87.0
18706,2,3,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,5,3,20,77.245
18707,2,3,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,5,3,40,50.09
18708,2,3,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,6,3,0,47.92
18709,2,3,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,6,3,20,109.826666667
18710,2,3,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,6,3,40,98.8316666667
18711,2,3,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,7,3,20,83.345
18746,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,7,3,40,95.7
18747,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,8,3,0,96.9914285714
18748,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,8,3,20,136.58125
18749,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,8,3,40,99.9916666667
18750,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,9,3,0,132.9725
18751,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,9,3,20,137.615
18752,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,9,3,40,88.1033333333
18753,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,10,3,0,68.7
18754,2,3,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,10,3,20,77.8666666667
18795,2,3,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,10,3,40,118.616
18796,2,3,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,11,3,0,108.915
18797,2,3,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,11,3,20,83.77
18798,2,3,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,11,3,40,68.155
